"","id","Description","Keys","Keys (macOS)","Context","Category","Modifiers"
"","204315","Go to Header/Source","f10","f10","PHPStorm","Navigation In Source Code","None"
"","204316","Navigate to Next Method","alt+down","ctrl+down","PHPStorm","Navigation In Source Code","alt"
"","204317","Navigate to Previous Method","alt+up","ctrl+up","PHPStorm","Navigation In Source Code","alt"
"","204318","Navigate to Opening Brace","ctrl+[","alt+cmd+[","PHPStorm","Navigation In Source Code","ctrl"
"","204319","Navigate to Closing Brace","ctrl+]","alt+cmd+]","PHPStorm","Navigation In Source Code","ctrl"
"","204320","Back","ctrl+alt+left","cmd+[","PHPStorm","Navigation In Source Code","ctrl alt"
"","204321","Forward","ctrl+alt+right","cmd+]","PHPStorm","Navigation In Source Code","ctrl alt"
"","204322","Navigate to Previous Occurrence","ctrl+alt+up","alt+cmd+up","PHPStorm","Navigation In Source Code","ctrl alt"
"","204323","Navigate to Next Occurrence","ctrl+alt+down","alt+cmd+down","PHPStorm","Navigation In Source Code","ctrl alt"
"","204324","Last Edit Location","ctrl+shift+backspace","shift+cmd+backspace","PHPStorm","Navigation In Source Code","ctrl shift"
"","204325","Navigate to Next Highlighted Error","f2","f2","PHPStorm","Navigation In Source Code","None"
"","204326","Navigate to Previous Highlighted Error","shift+f2","shift+f2","PHPStorm","Navigation In Source Code","shift"
"","204327","Rename","shift+f6","shift+f6","PHPStorm","Refactoring","shift"
"","204328","Change Method Signature","ctrl+f6","cmd+f6","PHPStorm","Refactoring","ctrl"
"","204329","Move","f6","f6","PHPStorm","Refactoring","None"
"","204330","Copy","f5","f5","PHPStorm","Refactoring","None"
"","204331","Safe Delete","alt+del","cmd+del","PHPStorm","Refactoring","alt"
"","204332","Extract Method","ctrl+alt+m","alt+cmd+m","PHPStorm","Refactoring","ctrl alt"
"","204333","Introduce Variable","ctrl+alt+v","alt+cmd+v","PHPStorm","Refactoring","ctrl alt"
"","204334","Introduce Field","ctrl+alt+f","alt+cmd+f","PHPStorm","Refactoring","ctrl alt"
"","204335","Introduce Constant","ctrl+alt+c","alt+cmd+c","PHPStorm","Refactoring","ctrl alt"
"","204336","Introduce Parameter","ctrl+alt+p","alt+cmd+p","PHPStorm","Refactoring","ctrl alt"
"","204337","Inline","ctrl+alt+n","alt+cmd+n","PHPStorm","Refactoring","ctrl alt"
