"","id","Description","Keys","Keys (macOS)","Context","Category","Modifiers"
"","329634","Open the Downloads page","ctrl+j","n/A","Chromebook","Page & web browser","ctrl"
"","329635","Delete selected Autofill suggestion when filling out a form","alt+shift+backspace","n/A","Chromebook","Page & web browser","alt shift"
"","329636","Open the Files app","alt+shift+m","n/A","Chromebook","System & display settings","alt shift"
"","329637","Preview a file in the Files app","space","n/A","Chromebook","System & display settings","None"
"","329638","Display hidden files in the Files app","ctrl+.","n/A","Chromebook","System & display settings","ctrl"
"","329639","Open the status area (where the time appears)","alt+shift+s","n/A","Chromebook","System & display settings","alt shift"
"","329640","Click icon 1 or 2 on your shelf","alt+1 or alt+2","n/A","Chromebook","System & display settings","alt"
"","329641","Click the last icon on your shelf","alt+9","n/A","Chromebook","System & display settings","alt"
"","329642","Use function key F1","meta+f1","n/A","Chromebook","System & display settings","meta"
"","329643","See your notifications","alt+shift+n","n/A","Chromebook","System & display settings","alt shift"
"","329644","Change screen resolution","ctrl+shift+plus or ctrl+shift+-","n/A","Chromebook","System & display settings","ctrl shift"
"","329645","Reset screen resolution to default","ctrl+shift+0","n/A","Chromebook","System & display settings","ctrl shift"
"","329646","Rotate screen 90 degrees","ctrl+shift+f3","n/A","Chromebook","System & display settings","ctrl shift"
"","329647","Switch to the next user","ctrl+alt+.","n/A","Chromebook","System & display settings","ctrl alt"
"","329648","Switch to the previous user","ctrl+alt+,","n/A","Chromebook","System & display settings","ctrl alt"
"","329649","Turn Caps Lock on or off","meta+alt","n/A","Chromebook","Text editing","meta alt"
"","329650","Select everything on the page","ctrl+a","n/A","Chromebook","Text editing","ctrl"
"","329651","Select the content in the address bar","ctrl+l or alt+d","n/A","Chromebook","Text editing","ctrl alt"
"","329652","Select the next word or letter","ctrl+shift+right","n/A","Chromebook","Text editing","ctrl shift"
"","329653","Select text to the end of the line","meta+shift+right","n/A","Chromebook","Text editing","meta shift"
"","329654","Select text to the beginning of the line","meta+shift+left","n/A","Chromebook","Text editing","meta shift"
"","329655","Select previous word or letter","ctrl+shift+left","n/A","Chromebook","Text editing","ctrl shift"
"","329656","Move to the end of the next word","ctrl+right","n/A","Chromebook","Text editing","ctrl"
"","329657","Move to the start of the previous word","ctrl+left","n/A","Chromebook","Text editing","ctrl"
"","329658","Move to beginning of the line","meta+left","n/A","Chromebook","Text editing","meta"
"","329659","Move to end of the line","meta+right","n/A","Chromebook","Text editing","meta"
"","329660","Go to end of document","meta+ctrl+right","n/A","Chromebook","Text editing","meta ctrl"
"","329661","Go to beginning of document","meta+ctrl+left","n/A","Chromebook","Text editing","meta ctrl"
"","329662","Open clipboard menu","meta+v","n/A","Chromebook","Text editing","meta"
"","329663","Copy selected content to the clipboard","ctrl+c","n/A","Chromebook","Text editing","ctrl"
"","329664","Paste content from the clipboard","ctrl+v","n/A","Chromebook","Text editing","ctrl"
"","329665","Paste content when clipboard menu is open","enter","n/A","Chromebook","Text editing","None"
"","329666","Paste content from the clipboard as plain text","ctrl+shift+v","n/A","Chromebook","Text editing","ctrl shift"
"","329667","Cut","ctrl+x","n/A","Chromebook","Text editing","ctrl"
"","329668","Delete the previous word","ctrl+backspace","n/A","Chromebook","Text editing","ctrl"
"","329669","Delete the next letter (forward delete)","alt+backspace","n/A","Chromebook","Text editing","alt"
"","329670","Undo your last action","ctrl+z","n/A","Chromebook","Text editing","ctrl"
"","329671","Redo your last action","ctrl+shift+z","n/A","Chromebook","Text editing","ctrl shift"
"","329672","Switch between the keyboard languages you've set","ctrl+shift+space","n/A","Chromebook","Text editing","ctrl shift"
"","329673","Switch to the previous keyboard language you were using","ctrl+space","n/A","Chromebook","Text editing","ctrl"
"","329674","Dim keyboard (for backlit keyboards only)","alt+f6","n/A","Chromebook","Text editing","alt"
"","329675","Make keyboard brighter (for backlit keyboards only)","alt+f7","n/A","Chromebook","Text editing","alt"
"","329676","Insert an emoji","meta+shift+space","n/A","Chromebook","Text editing","meta shift"
"","329677","Turn ChromeVox (spoken feedback) on or off","ctrl+alt+z","n/A","Chromebook","Accessibility","ctrl alt"
"","329678","Turn on high contrast mode","meta+ctrl+h","n/A","Chromebook","Accessibility","meta ctrl"
"","329679","Magnify your whole screen","meta+ctrl+m","n/A","Chromebook","Accessibility","meta ctrl"
"","329680","Magnify part of your screen","meta+ctrl+d","n/A","Chromebook","Accessibility","meta ctrl"
"","329681","Move around in fullscreen-magnifier mode","ctrl+alt+up or ctrl+alt+down or ctrl+alt+left or ctrl+alt+right","n/A","Chromebook","Accessibility","ctrl alt"
"","329682","Highlight the launcher button on your shelf","alt+shift+l","n/A","Chromebook","Accessibility","alt shift"
"","329683","Highlight the next item on your shelf","alt+shift+l tab or alt+shift+l right","n/A","Chromebook","Accessibility","alt shift"
"","329684","Highlight the previous item on your shelf","alt+shift+l shift+tab or alt+shift+l left","n/A","Chromebook","Accessibility","alt shift"
"","329685","Open the highlighted button on your shelf","alt+shift+l space or alt+shift+l enter","n/A","Chromebook","Accessibility","alt shift"
"","329686","Remove the highlight from a button on your shelf","alt+shift+l esc","n/A","Chromebook","Accessibility","alt shift"
"","329687","Switch focus between areas and bars","ctrl+f1 or ctrl+f2","n/A","Chromebook","Accessibility","ctrl"
"","329688","Highlight the bookmarks bar (if shown)","alt+shift+b","n/A","Chromebook","Accessibility","alt shift"
"","329689","Highlight the row with the address bar","alt+shift+t","n/A","Chromebook","Accessibility","alt shift"
"","329690","Open right-click menu for highlighted item","meta+shift+f10","n/A","Chromebook","Accessibility","meta shift"
"","329691","Move an app icon up, down or to the side in the launcher","ctrl+up or ctrl+down or ctrl+left or ctrl+right","n/A","Chromebook","Accessibility","ctrl"
"","329692","Move an app in or out of a folder in the launcher","ctrl+shift+up or ctrl+shift+down or ctrl+shift+left or ctrl+shift+right","n/A","Chromebook","Accessibility","ctrl shift"
"","329693","Create a new desk","meta+shift+=","n/A","Chromebook","Desks","meta shift"
"","329694","Switch to a desk on the left or right","meta+[ or meta+]","n/A","Chromebook","Desks","meta"
"","329695","Switch to desk 1","meta+shift+1","n/A","Chromebook","Desks","meta shift"
"","329696","Move a window to a different desk","meta+shift+[ or meta+shift+]","n/A","Chromebook","Desks","meta shift"
"","329697","Move a window to all desks","meta+shift+a","n/A","Chromebook","Desks","meta shift"
"","329698","View all windows in your desk","alt+tab","n/A","Chromebook","Desks","alt"
"","329699","View a different window in your desk","alt+tab","n/A","Chromebook","Desks","alt"
