"","id","Description","Keys","Keys (macOS)","Context","Category","Modifiers"
"","49069","Auto-indent lines","ctrl+alt+i","ctrl+alt+i","Android Studio","Writing code","ctrl alt"
"","49070","Indent/unindent lines","tab or shift+tab","tab or shift+tab","Android Studio","Writing code","shift"
"","49071","Smart line join","ctrl+shift+j","ctrl+shift+j","Android Studio","Writing code","ctrl shift"
"","49072","Smart line split","ctrl+enter","cmd+enter","Android Studio","Writing code","ctrl"
"","49073","Start new line","shift+enter","shift+enter","Android Studio","Writing code","shift"
"","49074","Next/previous highlighted error","f2 or shift+f2","f2 or shift+f2","Android Studio","Writing code","shift"
"","49075","Build","ctrl+f9","cmd+f9","Android Studio","Build and run","ctrl"
"","49076","Build and run","shift+f10","ctrl+r","Android Studio","Build and run","shift"
"","49077","Apply Changes and Restart Activity","ctrl+f10","ctrl+cmd+r","Android Studio","Build and run","ctrl"
"","49078","Apply Code Changes","ctrl+alt+f10","ctrl+shift+cmd+r","Android Studio","Build and run","ctrl alt"
"","49079","Debug","shift+f9","ctrl+d","Android Studio","Debugging","shift"
"","49080","Step over","f8","f8","Android Studio","Debugging","None"
"","49081","Step into","f7","f7","Android Studio","Debugging","None"
"","49082","Smart step into","shift+f7","shift+f7","Android Studio","Debugging","shift"
"","49083","Step out","shift+f8","shift+f8","Android Studio","Debugging","shift"
"","49084","Run to cursor","alt+f9","alt+f9","Android Studio","Debugging","alt"
"","49085","Evaluate expression","alt+f8","alt+f8","Android Studio","Debugging","alt"
"","49086","Resume program","f9","alt+cmd+r","Android Studio","Debugging","None"
"","49087","Toggle breakpoint","ctrl+f8","cmd+f8","Android Studio","Debugging","ctrl"
"","49088","View breakpoints","ctrl+shift+f8","shift+cmd+f8","Android Studio","Debugging","ctrl shift"
"","49089","Copy","f5","f5","Android Studio","Refactoring","None"
"","49090","Move","f6","f6","Android Studio","Refactoring","None"
"","49091","Safe delete","alt+del","cmd+del","Android Studio","Refactoring","alt"
"","49092","Rename","shift+f6","shift+f6","Android Studio","Refactoring","shift"
"","49093","Change signature","ctrl+f6","cmd+f6","Android Studio","Refactoring","ctrl"
"","49094","Inline","ctrl+alt+n","alt+cmd+n","Android Studio","Refactoring","ctrl alt"
"","49095","Extract method","ctrl+alt+m","alt+cmd+m","Android Studio","Refactoring","ctrl alt"
"","49096","Extract variable","ctrl+alt+v","alt+cmd+v","Android Studio","Refactoring","ctrl alt"
"","49097","Extract field","ctrl+alt+f","alt+cmd+f","Android Studio","Refactoring","ctrl alt"
"","49098","Extract constant","ctrl+alt+c","alt+cmd+c","Android Studio","Refactoring","ctrl alt"
"","49099","Extract parameter","ctrl+alt+p","alt+cmd+p","Android Studio","Refactoring","ctrl alt"
"","49100","Commit project to VCS","ctrl+k","cmd+k","Android Studio","Version control / local history","ctrl"
"","49101","Update project from VCS","ctrl+t","cmd+t","Android Studio","Version control / local history","ctrl"
"","49102","View recent changes","alt+shift+c","alt+shift+c","Android Studio","Version control / local history","alt shift"
"","49103","Open VCS popup","alt+`","ctrl+v","Android Studio","Version control / local history","alt"
