"","id","Description","Keys","Keys (macOS)","Context","Category","Modifiers"
"","605002","Moves to the next/previous page of a PDF document.","pageup or pagedown","pageup or pagedown","MAXQDA","Document Browser","None"
"","605003","Moves to the beginning or the end of a PDF document.","home or end","home or end","MAXQDA","Document Browser","None"
"","605004","Zooms in or out of the document.","ctrl+plus or ctrl+minus","cmd+plus or cmd+minus","MAXQDA","Document Browser","ctrl"
"","605005","Zooms the view to 100 %.","ctrl+zero","cmd+zero","MAXQDA","Document Browser","ctrl"
"","605006","Jumps to the next/previous tab.","alt+tab or alt+shift+tab","alt+tab alt+shift+tab","MAXQDA","Document Browser","alt shift"
"","605007","closes the current tab or the current view.","ctrl+f4","cmd+w","MAXQDA","Document Browser","ctrl"
"","605008","Jumps to the next memo.","f3","f3","MAXQDA","Multimedia Browser toolbar","None"
"","605009","Jumps to the previous memo.","shift+f3","shift+f3","MAXQDA","Multimedia Browser toolbar","shift"
"","605010","Plays or pauses the media file.","f4 or f5 or shift shift","f4 or f5 or ctrl ctrl","MAXQDA","Multimedia Browser toolbar","shift"
"","605011","Sets a clip start.","f7","f7","MAXQDA","Multimedia Browser toolbar","None"
"","605012","Sets a clip end.","f8","f8","MAXQDA","Multimedia Browser toolbar","None"
"","605013","Plays a clip.","f9","f9","MAXQDA","Multimedia Browser toolbar","None"
"","605014","cancels the clip mark.","f10","f10","MAXQDA","Multimedia Browser toolbar","None"
"","605015","Jump 5 seconds forward","f12","f12","MAXQDA","Multimedia Browser toolbar","None"
"","605016","Jump 5 seconds back","shift+f12","shift+f12","MAXQDA","Multimedia Browser toolbar","shift"
"","605017","Insert a link start to the selected clip. Use the same keyboard combination to insert a link goal.","ctrl+l","cmd+l","MAXQDA","Multimedia Browser toolbar","ctrl"
"","605018","Insert a memo at the current position of the media file.","alt+shift+m","alt+shift+m","MAXQDA","Multimedia Browser toolbar","alt shift"
"","605019","Opens the table as Excel file in the standard program.","ctrl+shift+e","shift+cmd+e","MAXQDA","Table overviews","ctrl shift"
"","605020","Opens the table as HTML file in the standard internet browser.","ctrl+shift+h","shift+cmd+h","MAXQDA","Table overviews","ctrl shift"
"","605021","Opens the dialog window for exporting the table or view.","ctrl+e","cmd+e","MAXQDA","Table overviews","ctrl"
"","605022","Deletes the chosen row/s.","del","cmd+backspace","MAXQDA","Table overviews","None"
"","605023","creates a new category.","ctrl+shift+n","shift+cmd+n","MAXQDA","MAXDictio Dictionary","ctrl shift"
"","605024","creates a new search item.","ctrl+alt+n","alt+cmd+n","MAXQDA","MAXDictio Dictionary","ctrl alt"
"","605025","Opens the dialog window for exporting a dictionary.","ctrl+e","cmd+e","MAXQDA","MAXDictio Dictionary","ctrl"
"","605026","Deletes the chosen category.","del","cmd+backspace","MAXQDA","MAXDictio Dictionary","None"
"","605027","creates a new word to be excluded.","alt+shift+n","alt+shift+n","MAXQDA","MAXDictio Stop list","alt shift"
"","605028","Opens the dialog window for exporting the stop list.","ctrl+e","cmd+e","MAXQDA","MAXDictio Stop list","ctrl"
"","605029","Deletes the focused items.","del","cmd+backspace","MAXQDA","MAXDictio Stop list","None"
