"","id","Description","Keys","Keys (macOS)","Context","Category","Modifiers"
"","289479","Extract Method","ctrl+alt+m","alt+cmd+m","RubyMine","Refactoring","ctrl alt"
"","289480","Extract Parameter","ctrl+alt+p","alt+cmd+p","RubyMine","Refactoring","ctrl alt"
"","289481","Inline","ctrl+alt+n","alt+cmd+n","RubyMine","Refactoring","ctrl alt"
"","289482","Refactor this... quick list","ctrl+alt+shift+t","ctrl+t","RubyMine","Refactoring","ctrl alt shift"
"","289483","Add or remove caret","alt+click","alt+click","RubyMine","Carets and Selections","alt"
"","289484","Select all occurrences / Select next occurrence","ctrl+alt+shift+j","ctrl+cmd+g or ctrl+g","RubyMine","Carets and Selections","ctrl alt shift"
"","289485","Unselect occurrence","alt+shift+j","ctrl+shift+g","RubyMine","Carets and Selections","alt shift"
"","289486","Unselect all occurrences or carets","esc","esc","RubyMine","Carets and Selections","None"
"","289487","Find usages","alt+f7","alt+f7","RubyMine","Usage Search","alt"
"","289488","Find usages in file","ctrl+f7","cmd+f7","RubyMine","Usage Search","ctrl"
"","289489","Highlight usages in file","ctrl+shift+f7","shift+cmd+f7","RubyMine","Usage Search","ctrl shift"
"","289490","Show usages popup","ctrl+alt+f7","alt+cmd+f7","RubyMine","Usage Search","ctrl alt"
"","289491","Search everywhere","shift shift","shift shift","RubyMine","Search / Replace","shift"
"","289492","Find","ctrl+f","cmd+f","RubyMine","Search / Replace","ctrl"
"","289493","Replace","ctrl+r","cmd+r","RubyMine","Search / Replace","ctrl"
"","289494","Find next","f3","cmd+g","RubyMine","Search / Replace","None"
"","289495","Find previous","shift+f3","shift+cmd+g","RubyMine","Search / Replace","shift"
"","289496","Find in path","ctrl+shift+f","shift+cmd+f","RubyMine","Search / Replace","ctrl shift"
"","289497","Replace in path","ctrl+shift+r","shift+cmd+r","RubyMine","Search / Replace","ctrl shift"
"","289498","Commit project to VCS","ctrl+k","cmd+k","RubyMine","VCS / Local History","ctrl"
"","289499","Update project from VCS","ctrl+t","cmd+t","RubyMine","VCS / Local History","ctrl"
"","289500","View recent changes","ctrl+shift+e","alt+shift+c","RubyMine","VCS / Local History","ctrl shift"
"","289501","View Diff","ctrl+d","cmd+d","RubyMine","VCS / Local History","ctrl"
"","289502","VCS operations popup","alt+´","ctrl+v","RubyMine","VCS / Local History","alt"
