"","id","Description","Keys","Keys (macOS)","Context","Category","Modifiers"
"","441919","Decrease z-coordinate of selected 3D Grapics point","pagedown","n/a","Geogebra","General","None"
"","441920","alpha α","alt+a","alt+a","Geogebra","Symbols","alt"
"","441921","beta β","alt+b","alt+b","Geogebra","Symbols","alt"
"","441922","delta δ","alt+d","alt+d","Geogebra","Symbols","alt"
"","441923","Euler ℯ","alt+e","n/a","Geogebra","Symbols","alt"
"","441924","phi φ","alt+f","n/a","Geogebra","Symbols","alt"
"","441925","gamma γ","alt+g","n/a","Geogebra","Symbols","alt"
"","441926","lambda λ","alt+l","n/a","Geogebra","Symbols","alt"
"","441927","mu μ","alt+m","alt+m","Geogebra","Symbols","alt"
"","441928","degree symbol °","alt+o","n/a","Geogebra","Symbols","alt"
"","441929","pi π","alt+p","alt+p","Geogebra","Symbols","alt"
"","441930","Square-root symbol: √","alt+r","n/a","Geogebra","Symbols","alt"
"","441931","sigma σ","alt+s","n/a","Geogebra","Symbols","alt"
"","441932","theta θ","alt+t","n/a","Geogebra","Symbols","alt"
"","441933","infinity ∞","alt+u","alt+,","Geogebra","Symbols","alt"
"","441934","omega ω (Press Shift for upper-case: Ω)","alt+w","n/a","Geogebra","Symbols","alt"
"","441935","⊕ (xor)","alt+plus or alt+=","alt+plus","Geogebra","Symbols","alt"
"","441936","less-than-or-equal-to ≤","alt+< or alt+,","alt+<","Geogebra","Symbols","alt"
"","441937","greater-than-or-equal-to ≥","alt+> or alt+.","alt+shift+>","Geogebra","Symbols","alt"
"","441938","imaginary unit ί = √-1","alt+i","alt+1","Geogebra","Symbols","alt"
"","441939","superscript minus","alt+-","n/a","Geogebra","Symbols","alt"
"","441940","to the power of 0","alt+0","n/a","Geogebra","To power of","alt"
"","441941","to the power of 1","alt+1","n/a","Geogebra","To power of","alt"
"","441942","to the power of 2","alt+2","n/a","Geogebra","To power of","alt"
"","441943","to the power of 3","alt+3","n/a","Geogebra","To power of","alt"
"","441944","to the power of 4","alt+4","n/a","Geogebra","To power of","alt"
"","441945","to the power of 5","alt+5","n/a","Geogebra","To power of","alt"
"","441946","to the power of 6","alt+6","n/a","Geogebra","To power of","alt"
"","441947","to the power of 7","alt+7","n/a","Geogebra","To power of","alt"
"","441948","to the power of 8","alt+8","n/a","Geogebra","To power of","alt"
"","441949","to the power of 9","alt+9","n/a","Geogebra","To power of","alt"
"","441950","Open Object Properties View","ctrl+e","cmd+e","Geogebra","Views","ctrl"
"","441951","Open/Close Object Properties View","ctrl+shift+e","shift+cmd+e","Geogebra","Views","ctrl shift"
"","441952","Refresh Views","ctrl+f","cmd+f","Geogebra","Views","ctrl"
"","441953","View/Hide CAS View","ctrl+shift+k","shift+cmd+k","Geogebra","Views","ctrl shift"
"","441954","View/Hide Graphics View 1","ctrl+shift+1","shift+cmd+1","Geogebra","Views","ctrl shift"
"","441955","View/Hide Graphics View 2","ctrl+shift+2","shift+cmd+2","Geogebra","Views","ctrl shift"
"","441956","Toggle input between Graphics View and Input Bar","enter","enter","Geogebra","Views","None"
"","441957","Cycle the focus round the open views","ctrl+tab","n/a","Geogebra","Views","ctrl"
