"","id","Description","Keys","Keys (macOS)","Context","Category","Modifiers"
"","175203","Indent / unindent selected lines","tab or shift+tab","tab or shift+tab","GoLand","Editing","shift"
"","175204","Cut current line to clipboard","ctrl+x or shift+del","cmd+x","GoLand","Editing","ctrl shift"
"","175205","Copy current line to clipboard","ctrl+c or ctrl+ins","cmd+c","GoLand","Editing","ctrl"
"","175206","Paste from clipboard","ctrl+v or shift+ins","cmd+v","GoLand","Editing","ctrl shift"
"","175207","Paste from recent buffers...","ctrl+shift+v","shift+cmd+v","GoLand","Editing","ctrl shift"
"","175208","Duplicate current line","ctrl+d","cmd+d","GoLand","Editing","ctrl"
"","175209","Delete line at caret","ctrl+y","cmd+backspace","GoLand","Editing","ctrl"
"","175210","Smart line join","ctrl+shift+j","ctrl+shift+j","GoLand","Editing","ctrl shift"
"","175211","Smart line split","ctrl+enter","cmd+enter","GoLand","Editing","ctrl"
"","175212","Start new line","shift+enter","shift+enter","GoLand","Editing","shift"
"","175213","Toggle case","ctrl+shift+u","shift+cmd+u","GoLand","Editing","ctrl shift"
"","175214","Select till code block start","ctrl+shift+[","shift+cmd+[","GoLand","Editing","ctrl shift"
"","175215","Select till code block end","ctrl+shift+]","shift+cmd+]","GoLand","Editing","ctrl shift"
"","175216","Delete to word end","ctrl+del","alt+del","GoLand","Editing","ctrl"
"","175217","Delete to word start","ctrl+backspace","alt+backspace","GoLand","Editing","ctrl"
"","175218","Expand code block","ctrl+numpad_plus","cmd+plus","GoLand","Editing","ctrl"
"","175219","Collapse code block","ctrl+numpad-","cmd+-","GoLand","Editing","ctrl"
"","175220","Expand all","ctrl+shift+numpad_plus","shift+cmd+plus","GoLand","Editing","ctrl shift"
"","175221","Collapse all","ctrl+shift+numpad-","shift+cmd+-","GoLand","Editing","ctrl shift"
"","175222","Close active editor tab","ctrl+f4","cmd+w","GoLand","Editing","ctrl"
"","175223","Surround with live template","ctrl+alt+j","alt+cmd+j","GoLand","Editing","ctrl alt"
"","175224","Insert live template","ctrl+j","cmd+j","GoLand","Editing","ctrl"
"","175225","Copy","f5","f5","GoLand","Refactoring","None"
"","175226","Move","f6","f6","GoLand","Refactoring","None"
"","175227","Refactor this","ctrl+alt+shift+t","ctrl+t","GoLand","Refactoring","ctrl alt shift"
"","175228","Extract method","ctrl+alt+m","alt+cmd+m","GoLand","Refactoring","ctrl alt"
"","175229","Extract variable","ctrl+alt+v","alt+cmd+v","GoLand","Refactoring","ctrl alt"
"","175230","Go to class","ctrl+n","cmd+o","GoLand","Navigation","ctrl"
"","175231","Go to file","ctrl+shift+n","shift+cmd+o","GoLand","Navigation","ctrl shift"
"","175232","Go to symbol","ctrl+alt+shift+n","alt+cmd+o","GoLand","Navigation","ctrl alt shift"
"","175233","Go to next / previous editor tab","alt+right or alt+left","ctrl+right or ctrl+left","GoLand","Navigation","alt"
"","175234","Go back to previous tool window","f12","f12","GoLand","Navigation","None"
"","175235","Go to editor (from tool window)","esc","esc","GoLand","Navigation","None"
"","175236","Hide active or last active window","shift+esc","shift+esc","GoLand","Navigation","shift"
"","175237","Go to line","ctrl+g","cmd+l","GoLand","Navigation","ctrl"
"","175238","Navigate back","ctrl+alt+left","alt+cmd+left","GoLand","Navigation","ctrl alt"
"","175239","Navigate forward","ctrl+alt+right","alt+cmd+right","GoLand","Navigation","ctrl alt"
"","175240","Navigate to last edit location","ctrl+shift+backspace","shift+cmd+backspace","GoLand","Navigation","ctrl shift"
"","175241","Select current file or symbol in any view","alt+f1","alt+f1","GoLand","Navigation","alt"
"","175242","Go to declaration","ctrl+b,","cmd+b","GoLand","Navigation","ctrl"
"","175243","Go to implementation","ctrl+alt+b","alt+cmd+b","GoLand","Navigation","ctrl alt"
"","175244","Open quick definition lookup","ctrl+shift+i","alt+space or cmd+y","GoLand","Navigation","ctrl shift"
"","175245","Go to type declaration","ctrl+shift+b","ctrl+shift+b","GoLand","Navigation","ctrl shift"
"","175246","Go to super-method or super-type","ctrl+u","cmd+u","GoLand","Navigation","ctrl"
"","175247","Go to previous / next declaration","alt+up or alt+down","ctrl+up or ctrl+up","GoLand","Navigation","alt"
"","175248","Move to code block start","ctrl+[","cmd+]","GoLand","Navigation","ctrl"
"","175249","Move to code block end","ctrl+]","cmd+[","GoLand","Navigation","ctrl"
"","175250","File structure popup","ctrl+f12","cmd+f12","GoLand","Navigation","ctrl"
"","175251","Next highlighted error","f2","f2","GoLand","Navigation","None"
"","175252","Previous highlighted error","shift+f2","shift+f2","GoLand","Navigation","shift"
"","175253","Edit source / View source","f4 or ctrl+enter","f4 or cmd+down","GoLand","Navigation","ctrl"
"","175254","Show navigation bar","alt+home","alt+home","GoLand","Navigation","alt"
"","175255","Toggle bookmark","f11","f3","GoLand","Navigation","None"
"","175256","Toggle bookmark with mnemonic","ctrl+f11","alt+f3","GoLand","Navigation","ctrl"
"","175257","Go to numbered bookmark 0/1/2","ctrl+0 or ctrl+1 or ctrl+2","ctrl+0 or ctrl+1 or ctrl+2","GoLand","Navigation","ctrl"
"","175258","Show bookmarks","shift+f11","cmd+f3","GoLand","Navigation","shift"
"","175259","Find usages","alt+f7","alt+f7","GoLand","Navigation","alt"
"","175260","Find usages in file","ctrl+f7","cmd+f7","GoLand","Navigation","ctrl"
"","175261","Highlight usages in file","ctrl+shift+f7","shift+cmd+f7","GoLand","Navigation","ctrl shift"
"","175262","Show usages","ctrl+alt+f7","alt+cmd+f7","GoLand","Navigation","ctrl alt"
"","175263","Select configuration and run","alt+shift+f10","ctrl+alt+r","GoLand","Compile and Run","alt shift"
"","175264","Select configuration and debug","alt+shift+f9","ctrl+alt+d","GoLand","Compile and Run","alt shift"
"","175265","Run","shift+f10","ctrl+r","GoLand","Compile and Run","shift"
"","175266","Debug","shift+f9","ctrl+d","GoLand","Compile and Run","shift"
"","175267","Run context configuration from editor","ctrl+shift+f10","ctrl+shift+r or ctrl+shift+d","GoLand","Compile and Run","ctrl shift"
"","175268","Commit project to VCS","ctrl+k","cmd+k","GoLand","VCS / Local History","ctrl"
"","175269","Update project from VCS","ctrl+t","cmd+t","GoLand","VCS / Local History","ctrl"
"","175270","Push commits","ctrl+shift+k","shift+cmd+k","GoLand","VCS / Local History","ctrl shift"
"","175271","VCS quick popup","alt+`","ctrl+v","GoLand","VCS / Local History","alt"
